_id,url,name,available,price,roaster_id,images,date_updated,date_found,attributes.origin,attributes.altitude,attributes.brew,attributes.varietal,attributes.region,attributes.roast_darkness,attributes.producer,attributes.flavor_notes,attributes.description,attributes.harvest_date,roaster_data._id,roaster_data.name,roaster_data.url,roaster_data.scrape_url,roaster_data.currency,roaster_data.scraped_at,attributes.flavour_notes,bag_size,description,attributes.process,attributes.bag_size,harvest_date,attributes.dimensions,attributes.outside_material,attributes.inside_material,attributes.straps,image,found
652ea7fc9885684c7b13ab4c,https://www.seycoffee.com//products/edison-rodriguez-decaf,Edison Rodriguez Decaf,False,22.25,64e5b1002a0096c6f9935338,https://cdn.shopify.com/s/files/1/0002/6352/0281/products/edisondecaf.png?v=1614235151,2023-10-17T17:27:56.463Z,2023-10-17 17:27:56,Colombia,"1,700 masl",['filter'],V. Colombia,"Picuma, Suaza, Huila",,Edison Rodriguez,,"This is our first decaf offering and, to be honest, we're quite happy with it. In the cup we find a lovely, cherry-like acidity, excellent sweetness, and good fruit complexity.","October - November, 2020",64e5b1002a0096c6f9935338,Sey Coffee,https://www.seycoffee.com/,https://www.seycoffee.com/collections/coffee,USD,2023-10-17T17:34:09.810Z,,,,,,,,,,,,
652ea7ee9885684c7b13ab4b,https://www.seycoffee.com//products/ninga-hill,Ninga Hill,False,22.50,64e5b1002a0096c6f9935338,https://cdn.shopify.com/s/files/1/0002/6352/0281/products/ninga.png?v=1614839942,2023-10-17T17:27:42.536Z,2023-10-17 17:27:42,Burundi,"1,800 - 2,000 masl",['filter'],,Muramvya,,,,"The Ninga Hills are by far the most remote part of Burundi we've selected coffees from. Two rivers and a province boarder lie between the hills and the Bukeye washing station where the cherries must be delivered. In the cup we find dark fruits, spice, red tea, and a very uplifting lemon acidity.","March 8th - May 14th, 2020",64e5b1002a0096c6f9935338,Sey Coffee,https://www.seycoffee.com/,https://www.seycoffee.com/collections/coffee,USD,2023-10-17T17:34:09.810Z,,,,,,,,,,,,
652ea7e09885684c7b13ab49,https://www.seycoffee.com//products/eduin-rodriguez,Eduin Rodriguez,False,22.00,64e5b1002a0096c6f9935338,https://cdn.shopify.com/s/files/1/0002/6352/0281/products/Eduin.png?v=1614840609,2023-10-17T17:27:28.197Z,2023-10-17 17:27:28,Colombia,"1,650 masl",['filter'],Castillo Tambo,"Bajo Horizonte, Suaza, Huila",,Eduin Rodriguez,"marzipan sweetness, orange rind, dried raspberries","In addition to being a new producer and region for us, this is also our first time working with this sub-cultivar of Castillo. In the cup of this interesting and unique coffee we find a marzipan sweetness, orange rind, and dried raspberries.","November, 2020",64e5b1002a0096c6f9935338,Sey Coffee,https://www.seycoffee.com/,https://www.seycoffee.com/collections/coffee,USD,2023-10-17T17:34:09.810Z,,,,,,,,,,,,
652ea7d09885684c7b13ab48,https://www.seycoffee.com//products/jhon-edison-molano,Jhon Edison Molano,False,22.75,64e5b1002a0096c6f9935338,https://cdn.shopify.com/s/files/1/0002/6352/0281/products/diviso.png?v=1614841240,2023-10-17T17:27:12.535Z,2023-10-17 17:27:12,Colombia,"1,900 masl",['filter'],"Caturra, V. Colombia, Castillo","Planadas, Tolima",,,,"This selection comes from the son of coffee producing legend Ivan Molano. We are passionate about supporting younger generations of producers, and it is an honor to share this lot with you. In the cup we find a very easy-drinking sweetness with a balanced yet articulated acidity.","July, 2020",64e5b1002a0096c6f9935338,Sey Coffee,https://www.seycoffee.com/,https://www.seycoffee.com/collections/coffee,USD,2023-10-17T17:34:09.810Z,,,,,,,,,,,,
652ea7c29885684c7b13ab47,https://www.seycoffee.com//products/sebastian-trujillo,Sebastian Trujillo,False,22.75,64e5b1002a0096c6f9935338,https://cdn.shopify.com/s/files/1/0002/6352/0281/products/Sebastian.png?v=1615499138,2023-10-17T17:26:58.399Z,2023-10-17 17:26:58,Colombia,"1,700 masl",['filter'],"Castillo, Variety Colombia, Caturra","Peñas Negras, Tarqui, Huila",,,"stone fruit, vanilla, citrus acidity, oolong florality","This is a new producer to us from Tarqui—a region that we've only started to explore this year. In the cup we find a delicate structure of stone fruit and vanilla, a soft nuanced citrus acidity, and a lightly oxidized oolong florality.","Mitaca; November, 2020",64e5b1002a0096c6f9935338,Sey Coffee,https://www.seycoffee.com/,https://www.seycoffee.com/collections/coffee,USD,2023-10-17T17:34:09.810Z,,,,,,,,,,,,
652ea7b29885684c7b13ab46,https://www.seycoffee.com//products/pedro-antonio-de-paula,Pedro Antonio de Paula,False,22.00,64e5b1002a0096c6f9935338,https://cdn.shopify.com/s/files/1/0002/6352/0281/products/PedroDe.png?v=1616080983,2023-10-17T17:26:42.322Z,2023-10-17 17:26:42,Brazil,"1,100 masl",['filter'],Catucaí 785,"Pinheiros, Brejetuba, Espírito Santo",,Pedro Antonio,"sweetness-forward profile full of fresh blueberry and raspberry, and a balanced acidity","Espírito Santo, Brazil, might be the coffee-producing region we are most excited about. Rarely do we find a new region with this kind of potential. In the cup we find a sweetness-forward profile full of fresh blueberry and raspberry, and a balanced acidity. Pedro Antonio and his family have been in Espírito Santo for a couple of generations. When Pedro’s great-grandfather arrived in the region there was absolutely no development, and they first lived in a makeshift home on a stoney mountainside. Today that plot of land has been divided amongst Pedro and his ten siblings. Espírito Santo is potentially the most exciting new region we are currently working in. Rarely have we tasted the incredible potential produced by Espírito Santo’s unique microclimate. Brazil is not known for producing the sorts of coffees and profiles we generally source, however, this specific region is producing some of the most dynamic and interesting coffees we've tasted in quite a while.","September - October, 2020",64e5b1002a0096c6f9935338,Sey Coffee,https://www.seycoffee.com/,https://www.seycoffee.com/collections/coffee,USD,2023-10-17T17:34:09.810Z,,,,,,,,,,,,
652ea79b9885684c7b13ab45,https://www.seycoffee.com//products/valdeir-mauro-de-paula,Valdeir Mauro De Paula,False,22.75,64e5b1002a0096c6f9935338,https://cdn.shopify.com/s/files/1/0002/6352/0281/products/Valdeir.png?v=1616081586,2023-10-17T17:26:19.137Z,2023-10-17 17:26:19,Brazil,"1,100 masl",['filter'],Catucaí 785,"Pinheiros, Brejetuba, Espírito Santo",,Valdeir Mauro de Paula,,"This coffee placed third in the state competition of Best Coffees of Espirito Santo—the coffee-producing region we are most excited about. In the cup we find a lovely chocolate-like sweetness, a deep black currant and floral complexity, and a lively acidity.","September - October, 2020",64e5b1002a0096c6f9935338,Sey Coffee,https://www.seycoffee.com/,https://www.seycoffee.com/collections/coffee,USD,2023-10-17T17:34:09.810Z,,,,,,,,,,,,
652ea78b9885684c7b13ab44,https://www.seycoffee.com//products/yandaro,Yandaro,False,22.25,64e5b1002a0096c6f9935338,https://cdn.shopify.com/s/files/1/0002/6352/0281/products/Yandaro.png?v=1616082136,2023-10-17T17:26:03.105Z,2023-10-17 17:26:03,Burundi,"1,700 - 1,900 masl",['filter'],,Kayanza,,,"dried purple prune fruits, baking spice, and a citrus acidity",This is a beautifully classic Burundi profile from the Yandaro washing station.,"June, 2020",64e5b1002a0096c6f9935338,Sey Coffee,https://www.seycoffee.com/,https://www.seycoffee.com/collections/coffee,USD,2023-10-17T17:34:09.810Z,,,,,,,,,,,,
652ea77f9885684c7b13ab43,https://www.seycoffee.com//products/jose-romao,José Romão,False,23.50,64e5b1002a0096c6f9935338,https://cdn.shopify.com/s/files/1/0002/6352/0281/products/romao.png?v=1616615324,2023-10-17T17:25:51.176Z,2023-10-17 17:25:51,Brazil,"1,000 masl",['filter'],Catucaí 785,"Córrego da Prata, Castelo, Espírito Santo",,José Romão,lively tropical fruits with added dark berry complexity and a very long finish,"This stunning lot placed second in the Best of Espírito Santo competition this year. Although extremely small, this lot is a beautiful example of the complexity and quality potential this region has to offer. In the cup we find lively tropical fruits with added dark berry complexity and a very long finish.","October, 2020",64e5b1002a0096c6f9935338,Sey Coffee,https://www.seycoffee.com/,https://www.seycoffee.com/collections/coffee,USD,2023-10-17T17:34:09.810Z,,,,,,,,,,,,
652ea76f9885684c7b13ab41,https://www.seycoffee.com//products/alfonso-pillimue,Alfonso Pillimué,False,22.50,64e5b1002a0096c6f9935338,https://cdn.shopify.com/s/files/1/0002/6352/0281/products/alfonsocopy.png?v=1616615991,2023-10-17T17:25:35.660Z,2023-10-17 17:25:35,Colombia,"1,980 masl",['filter'],Tabi,"San Antonio, Inzá, Cauca",,Alfonso Pillimué,,"This is a fun and unique coffee from a newer region to us; Cauca. This is a Tabi selection which is quickly becoming one of our favorite hybrid varieties out of Colombia. In the cup we find excellent fruit nectar sweetness, lively tropicals, and a long clean finish.","November, 2020",64e5b1002a0096c6f9935338,Sey Coffee,https://www.seycoffee.com/,https://www.seycoffee.com/collections/coffee,USD,2023-10-17T17:34:09.810Z,,,,,,,,,,,,
652ea7619885684c7b13ab3f,https://www.seycoffee.com//products/cecilia-rivera,Cecilia Rivera,False,22.50,64e5b1002a0096c6f9935338,https://cdn.shopify.com/s/files/1/0002/6352/0281/products/cecilia.png?v=1617215422,2023-10-17T17:25:20.918Z,2023-10-17 17:25:21,Colombia,"1,900 masl",['filter'],Caturra,"Bajo Belen, Inzá, Cauca",,Cecilia Rivera,"aromatic lemon zest, ripe peach, and a vanilla ice cream-like sweetness","This is a new producer for us, and her coffee is amazing. Despite all of the “more exotic” varieties now being grown in Colombia, a beautifully executed Caturra is still potentially our favorite. In the cup we find aromatic lemon zest, ripe peach, and a vanilla ice cream-like sweetness.","November, 2020",64e5b1002a0096c6f9935338,Sey Coffee,https://www.seycoffee.com/,https://www.seycoffee.com/collections/coffee,USD,2023-10-17T17:34:09.810Z,,,,,,,,,,,,
